Genero,Palabra,Cantidad
Hip_Hop_Rap,VEINTE,2
Hip_Hop_Rap,ESCRITORE,1
Hip_Hop_Rap,MANEJADORE,1
Hip_Hop_Rap,COMPOSITORE,1
Hip_Hop_Rap,QUINIENTO,1
Hip_Hop_Rap,DóLARE,1
Hip_Hop_Rap,BOLETO,1
Hip_Hop_Rap,SEñORE,1
Hip_Hop_Rap,BRINCAR,1
Hip_Hop_Rap,PENDEJO,4
Hip_Hop_Rap,VESTIDO,1
Hip_Hop_Rap,COLORE,2
Hip_Hop_Rap,AUTO,1
Hip_Hop_Rap,TUNE,1
Hip_Hop_Rap,PLAYBACK,1
Hip_Hop_Rap,ACTIVAO,1
Hip_Hop_Rap,BOBOS,1
Hip_Hop_Rap,MICRóFONO,1
Hip_Hop_Rap,APAGAO,1
Hip_Hop_Rap,LíDER,1
Hip_Hop_Rap,CAMPEóN,1
Hip_Hop_Rap,CAMPEONE,1
Hip_Hop_Rap,ESCRIBIERON,1
Hip_Hop_Rap,FUCKIN,2
Hip_Hop_Rap,CANCIONE,1
Hip_Hop_Rap,DOG,3
Hip_Hop_Rap,DELICIOSO,1
Hip_Hop_Rap,PROBLEMA,2
Hip_Hop_Rap,COCINARON,1
Hip_Hop_Rap,MENTIROSO,2
Hip_Hop_Rap,VAGO,1
Hip_Hop_Rap,GOLOSO,1
Hip_Hop_Rap,LLEVAN,3
Hip_Hop_Rap,PLATO,1
Hip_Hop_Rap,MESA,3
Hip_Hop_Rap,PROPINA,1
Hip_Hop_Rap,MOZO,1
Hip_Hop_Rap,VERGüENZA,1
Hip_Hop_Rap,VERGONZOSO,1
Hip_Hop_Rap,ABEJA,1
Hip_Hop_Rap,HACEN,2
Hip_Hop_Rap,COME,1
Hip_Hop_Rap,OSO,1
Hip_Hop_Rap,COMPRA,1
Hip_Hop_Rap,RESPETO,2
Hip_Hop_Rap,TALENTOSO,1
Hip_Hop_Rap,COSA,2
Hip_Hop_Rap,FAMOSO,2
Hip_Hop_Rap,LIMPIEZA,1
Hip_Hop_Rap,DELIRIO,1
Hip_Hop_Rap,GRANDEZA,1
Hip_Hop_Rap,POCA,2
Hip_Hop_Rap,DESTREZA,2
Hip_Hop_Rap,PRIMERA,1
Hip_Hop_Rap,GABRIEL,1
Hip_Hop_Rap,Tá,1
Hip_Hop_Rap,MMM,1
Hip_Hop_Rap,VERDA,1
Hip_Hop_Rap,BALVIN,2
Hip_Hop_Rap,GUSTE,1
Hip_Hop_Rap,BOBOLóN,2
Hip_Hop_Rap,ESE,1
Hip_Hop_Rap,DALE,1
Hip_Hop_Rap,REBAJARME,1
Hip_Hop_Rap,CANTA,1
Hip_Hop_Rap,SPONGEBOB,1
Hip_Hop_Rap,POKéMON,1
Hip_Hop_Rap,COPIA,1
Hip_Hop_Rap,CLON,1
Hip_Hop_Rap,LOGAN,1
Hip_Hop_Rap,PAUL,1
Hip_Hop_Rap,REGGAETóN,4
Hip_Hop_Rap,EYACULAR,1
Hip_Hop_Rap,ERECCIóN,1
Hip_Hop_Rap,JOSECITO,1
Hip_Hop_Rap,TIENES,1
Hip_Hop_Rap,NUDILLO,1
Hip_Hop_Rap,BLANDITO,1
Hip_Hop_Rap,VIDEO,1
Hip_Hop_Rap,ESTE,8
Hip_Hop_Rap,BECERRO,1
Hip_Hop_Rap,SUBIR,1
Hip_Hop_Rap,FOTOS,1
Hip_Hop_Rap,COBARDE,1
Hip_Hop_Rap,CORDERITO,1
Hip_Hop_Rap,MANCEBO,1
Hip_Hop_Rap,DESAYUNO,2
Hip_Hop_Rap,VEGANO,1
Hip_Hop_Rap,PUEBLO,2
Hip_Hop_Rap,LUCHANDO,1
Hip_Hop_Rap,ESTáN,2
Hip_Hop_Rap,MATANDO,1
Hip_Hop_Rap,TIPO,1
Hip_Hop_Rap,SUBE,2
Hip_Hop_Rap,FOTO,1
Hip_Hop_Rap,GHANDI,1
Hip_Hop_Rap,REZANDO,1
Hip_Hop_Rap,ESPIRITUAL,1
Hip_Hop_Rap,USANDO,1
Hip_Hop_Rap,SALUD,1
Hip_Hop_Rap,MENTAL,1
Hip_Hop_Rap,VENDER,1
Hip_Hop_Rap,DOCUMENTAL,1
Hip_Hop_Rap,Má,1
Hip_Hop_Rap,FALSO,2
Hip_Hop_Rap,KETCHUP,1
Hip_Hop_Rap,PAN,4
Hip_Hop_Rap,ABDOMINALE,1
Hip_Hop_Rap,LUIAN,1
Hip_Hop_Rap,TAN,4
Hip_Hop_Rap,INSEGURO,1
Hip_Hop_Rap,PANA,3
Hip_Hop_Rap,ANUNCIANDO,1
Hip_Hop_Rap,CUáNTA,1
Hip_Hop_Rap,LANA,2
Hip_Hop_Rap,GANA,1
Hip_Hop_Rap,VALORE,1
Hip_Hop_Rap,TATUAR,1
Hip_Hop_Rap,PALABRA,2
Hip_Hop_Rap,LEALTAD,1
Hip_Hop_Rap,OLVIDA,1
Hip_Hop_Rap,IMBéCIL,1
Hip_Hop_Rap,TINTE,1
Hip_Hop_Rap,CABELLO,1
Hip_Hop_Rap,PUSO,2
Hip_Hop_Rap,MUJERE,1
Hip_Hop_Rap,NEGRA,1
Hip_Hop_Rap,CADENA,2
Hip_Hop_Rap,CUELLO,1
Hip_Hop_Rap,BLANQUITO,2
Hip_Hop_Rap,PERDIó,1
Hip_Hop_Rap,CAMINO,2
Hip_Hop_Rap,DIVINO,1
Hip_Hop_Rap,ACEPTANDO,1
Hip_Hop_Rap,PREMIO,1
Hip_Hop_Rap,AFROLATINO,1
Hip_Hop_Rap,DíA,10
Hip_Hop_Rap,DIJO,2
Hip_Hop_Rap,SIENDO,1
Hip_Hop_Rap,FRANCO,1
Hip_Hop_Rap,DESCUBRIR,1
Hip_Hop_Rap,LLAVE,1
Hip_Hop_Rap,PEOR,1
Hip_Hop_Rap,GRAVE,1
Hip_Hop_Rap,RACISTA,1
Hip_Hop_Rap,BOFETóN,2
Hip_Hop_Rap,NOMBRE,3
Hip_Hop_Rap,ABUSO,1
Hip_Hop_Rap,RECOGIERON,1
Hip_Hop_Rap,ALGODóN,1
Hip_Hop_Rap,OTRO,5
Hip_Hop_Rap,TENIDO,1
Hip_Hop_Rap,BATALLAR,1
Hip_Hop_Rap,DENTRO,1
Hip_Hop_Rap,MYKE,1
Hip_Hop_Rap,TOWERS,1
Hip_Hop_Rap,SECH,1
Hip_Hop_Rap,CHOCQUIBTOWN,1
Hip_Hop_Rap,RAFA,1
Hip_Hop_Rap,PABON,1
Hip_Hop_Rap,OMAR,1
Hip_Hop_Rap,OZUNA,1
Hip_Hop_Rap,ARCáNGEL,1
Hip_Hop_Rap,CALDERóN,1
Hip_Hop_Rap,MONTóN,1
Hip_Hop_Rap,PENSAR,1
Hip_Hop_Rap,METES,1
Hip_Hop_Rap,DEBAJO,1
Hip_Hop_Rap,CAJóN,2
Hip_Hop_Rap,ARCOíRI,1
Hip_Hop_Rap,MARRóN,1
Hip_Hop_Rap,SACRILEGIO,1
Hip_Hop_Rap,COLEGIO,1
Hip_Hop_Rap,PRIVILEGIO,1
Hip_Hop_Rap,ESPERAN,1
Hip_Hop_Rap,FRACASADO,1
Hip_Hop_Rap,CRIAO,1
Hip_Hop_Rap,INFLUENCER,1
Hip_Hop_Rap,FRUSTRADO,1
Hip_Hop_Rap,PUERTO,2
Hip_Hop_Rap,RICO,2
Hip_Hop_Rap,DIERAN,1
Hip_Hop_Rap,TRAGó,1
Hip_Hop_Rap,LECHE,1
Hip_Hop_Rap,CONDóN,1
Hip_Hop_Rap,MAMADA,1
Hip_Hop_Rap,SUBíA,1
Hip_Hop_Rap,ESCALóN,1
Hip_Hop_Rap,DISFRAZAO,1
Hip_Hop_Rap,DISTINTO,1
Hip_Hop_Rap,CAMALEóN,1
Hip_Hop_Rap,RUBéN,2
Hip_Hop_Rap,RESIDENTE,6
Hip_Hop_Rap,SOSTIENE,2
Hip_Hop_Rap,AUNQUE,8
Hip_Hop_Rap,CAMBIE,1
Hip_Hop_Rap,CAMALEONE,1
Hip_Hop_Rap,VELAN,1
Hip_Hop_Rap,PROPIO,3
Hip_Hop_Rap,OMBLIGO,1
Hip_Hop_Rap,ENEMIGO,1
Hip_Hop_Rap,NADA,1
Hip_Hop_Rap,TESTIGO,1
Hip_Hop_Rap,NEGOCIO,3
Hip_Hop_Rap,AMIGO,1
Hip_Hop_Rap,SOMO,1
Hip_Hop_Rap,DIFERENTE,1
Hip_Hop_Rap,MúSICA,7
Hip_Hop_Rap,FRENTE,3
Hip_Hop_Rap,BILLBOARD,1
Hip_Hop_Rap,JUNTO,2
Hip_Hop_Rap,LETRA,1
Hip_Hop_Rap,PANCARTA,1
Hip_Hop_Rap,BAJAR,2
Hip_Hop_Rap,PRESIDENTE,1
Hip_Hop_Rap,CIRCUITO,1
Hip_Hop_Rap,PARTO,1
Hip_Hop_Rap,FAVORITO,1
Hip_Hop_Rap,CALMA,1
Hip_Hop_Rap,REPITO,1
Hip_Hop_Rap,COMEN,1
Hip_Hop_Rap,TENGAN,1
Hip_Hop_Rap,APETITO,1
Hip_Hop_Rap,DARTE,1
Hip_Hop_Rap,CONSEJO,1
Hip_Hop_Rap,ABUSAR,2
Hip_Hop_Rap,SEA,1
Hip_Hop_Rap,DISPAREJO,1
Hip_Hop_Rap,DESPELLEJO,1
Hip_Hop_Rap,COMPREN,1
Hip_Hop_Rap,CAMISA,1
Hip_Hop_Rap,SIENTAN,1
Hip_Hop_Rap,PIBE,1
Hip_Hop_Rap,MERECE,1
Hip_Hop_Rap,AQUEL,1
Hip_Hop_Rap,ESCRIBE,1
Hip_Hop_Rap,FóRMULA,1
Hip_Hop_Rap,TURISTA,1
Hip_Hop_Rap,CORREN,1
Hip_Hop_Rap,ACABO,1
Hip_Hop_Rap,ROMPER,1
Hip_Hop_Rap,PISTA,3
Hip_Hop_Rap,LLEVé,1
Hip_Hop_Rap,ESCUELA,5
Hip_Hop_Rap,ALMA,1
Hip_Hop_Rap,TABLAS,1
Hip_Hop_Rap,SUDADERAS,1
Hip_Hop_Rap,NIKE,1
Hip_Hop_Rap,SUCIAS,1
Hip_Hop_Rap,BARBA,1
Hip_Hop_Rap,LARGA,1
Hip_Hop_Rap,NECESITA,1
Hip_Hop_Rap,EFECTOS,1
Hip_Hop_Rap,ADORNAR,1
Hip_Hop_Rap,RAPEA,1
Hip_Hop_Rap,VEA,1
Hip_Hop_Rap,OS,2
Hip_Hop_Rap,TIROTEA,1
Hip_Hop_Rap,PALABRAS,1
Hip_Hop_Rap,EMPECé,3
Hip_Hop_Rap,RAPEANDO,1
Hip_Hop_Rap,SIMPLE,1
Hip_Hop_Rap,SAMPLE,1
Hip_Hop_Rap,TEMPLE,1
Hip_Hop_Rap,HOBBY,1
Hip_Hop_Rap,ADOLESCENTE,1
Hip_Hop_Rap,DURA,1
Hip_Hop_Rap,PRO,1
Hip_Hop_Rap,RINDE,1
Hip_Hop_Rap,PONE,1
Hip_Hop_Rap,VENTA,1
Hip_Hop_Rap,VENDE,1
Hip_Hop_Rap,CRóNICO,1
Hip_Hop_Rap,INSOLENTE,1
Hip_Hop_Rap,USA,1
Hip_Hop_Rap,BALAS,2
Hip_Hop_Rap,NUNCA,9
Hip_Hop_Rap,FUE,3
Hip_Hop_Rap,TENDENCIA,1
Hip_Hop_Rap,SIGUE,4
Hip_Hop_Rap,VIVA,2
Hip_Hop_Rap,TENEMOS,3
Hip_Hop_Rap,INICIATIVA,1
Hip_Hop_Rap,PERSPECTIVA,1
Hip_Hop_Rap,MOTIVA,1
Hip_Hop_Rap,SUBIMOS,1
Hip_Hop_Rap,DEDO,1
Hip_Hop_Rap,MEDIO,4
Hip_Hop_Rap,EQUIPO,1
Hip_Hop_Rap,TIPOS,1
Hip_Hop_Rap,QUITAN,1
Hip_Hop_Rap,HIPO,1
Hip_Hop_Rap,MITOS,1
Hip_Hop_Rap,LANZAN,1
Hip_Hop_Rap,ESCRITO,1
Hip_Hop_Rap,INFINITO,1
Hip_Hop_Rap,OTROS,2
Hip_Hop_Rap,ACTUANDO,1
Hip_Hop_Rap,CRAZY,1
Hip_Hop_Rap,CERRANDO,1
Hip_Hop_Rap,CERCA,1
Hip_Hop_Rap,KASE,2
Hip_Hop_Rap,JAY,1
Hip_Hop_Rap,EXPLICO,1
Hip_Hop_Rap,CLAN,1
Hip_Hop_Rap,SIGUIENDO,1
Hip_Hop_Rap,PLAN,1
Hip_Hop_Rap,GANARSE,1
Hip_Hop_Rap,BUSCANDO,2
Hip_Hop_Rap,PAZ,1
Hip_Hop_Rap,ENCONTRARáN,1
Hip_Hop_Rap,TANTO,1
Hip_Hop_Rap,AFáN,1
Hip_Hop_Rap,FAMOSEO,1
Hip_Hop_Rap,TROFEO,1
Hip_Hop_Rap,HOLGAZáN,1
Hip_Hop_Rap,CROISSANT,1
Hip_Hop_Rap,VEO,4
Hip_Hop_Rap,INFANTIL,1
Hip_Hop_Rap,INúTIL,1
Hip_Hop_Rap,MíA,2
Hip_Hop_Rap,TáCTIL,1
Hip_Hop_Rap,HABRá,1
Hip_Hop_Rap,BANDERA,1
Hip_Hop_Rap,BLANCA,3
Hip_Hop_Rap,MáSTIL,1
Hip_Hop_Rap,RAPPER,1
Hip_Hop_Rap,NAZI,1
Hip_Hop_Rap,HOSTIL,1
Hip_Hop_Rap,FRáGIL,1
Hip_Hop_Rap,MEZCLO,1
Hip_Hop_Rap,MENTE,1
Hip_Hop_Rap,TNT,1
Hip_Hop_Rap,áGIL,1
Hip_Hop_Rap,DELFINES,1
Hip_Hop_Rap,FINES,1
Hip_Hop_Rap,DEFINEN,1
Hip_Hop_Rap,TINES,1
Hip_Hop_Rap,VIVES,1
Hip_Hop_Rap,OPINES,1
Hip_Hop_Rap,SUBESTIMES,1
Hip_Hop_Rap,NACH,5
Hip_Hop_Rap,SUBLIME,1
Hip_Hop_Rap,ENORME,1
Hip_Hop_Rap,DIME,1
Hip_Hop_Rap,CUáNTO,1
Hip_Hop_Rap,TORPE,1
Hip_Hop_Rap,FULMINé,1
Hip_Hop_Rap,MELODYNE,1
Hip_Hop_Rap,DEJO,2
Hip_Hop_Rap,RIMEN,1
Hip_Hop_Rap,HINCHAN,1
Hip_Hop_Rap,PINCHAN,1
Hip_Hop_Rap,MUCHAS,1
Hip_Hop_Rap,DIANAS,1
Hip_Hop_Rap,FLECHA,1
Hip_Hop_Rap,PIENSAN,1
Hip_Hop_Rap,HUCHA,1
Hip_Hop_Rap,LUCHA,1
Hip_Hop_Rap,ANTORCHA,1
Hip_Hop_Rap,MECHA,1
Hip_Hop_Rap,ECHAN,3
Hip_Hop_Rap,PRONTO,2
Hip_Hop_Rap,PASA,1
Hip_Hop_Rap,FECHA,1
Hip_Hop_Rap,HABLES,1
Hip_Hop_Rap,NúMEROS,1
Hip_Hop_Rap,SECAS,1
Hip_Hop_Rap,FRASEOS,1
Hip_Hop_Rap,HúMEDOS,1
Hip_Hop_Rap,SINCEROS,1
Hip_Hop_Rap,PEROS,1
Hip_Hop_Rap,TREGUAS,1
Hip_Hop_Rap,PELOS,1
Hip_Hop_Rap,LENGUA,3
Hip_Hop_Rap,LAME,1
Hip_Hop_Rap,SERIA,1
Hip_Hop_Rap,DERRAME,1
Hip_Hop_Rap,ELECTROCUTO,1
Hip_Hop_Rap,DISFRUTO,1
Hip_Hop_Rap,SUSTITUTO,1
Hip_Hop_Rap,ESCUPO,1
Hip_Hop_Rap,OCHO,1
Hip_Hop_Rap,MINUTOS,1
Hip_Hop_Rap,ABSOLUTO,1
Hip_Hop_Rap,BRUTO,1
Hip_Hop_Rap,INMUTO,1
Hip_Hop_Rap,SUENO,3
Hip_Hop_Rap,RADIOS,2
Hip_Hop_Rap,BARRIOS,1
Hip_Hop_Rap,HOMBRES,1
Hip_Hop_Rap,HEMBRAS,1
Hip_Hop_Rap,OVARIOS,1
Hip_Hop_Rap,TERMITAS,1
Hip_Hop_Rap,IMITAN,1
Hip_Hop_Rap,IRRITA,1
Hip_Hop_Rap,BUSCAN,2
Hip_Hop_Rap,VISITAS,1
Hip_Hop_Rap,GUITA,1
Hip_Hop_Rap,GRITAN,2
Hip_Hop_Rap,EXCITAN,1
Hip_Hop_Rap,MARCHITAN,1
Hip_Hop_Rap,DINAMITA,1
Hip_Hop_Rap,DECAPITA,1
Hip_Hop_Rap,QUITA,1
Hip_Hop_Rap,EGO,1
Hip_Hop_Rap,NORMAL,1
Hip_Hop_Rap,DIMITAN,1
Hip_Hop_Rap,LLEGO,1
Hip_Hop_Rap,HIERO,1
Hip_Hop_Rap,VENENO,1
Hip_Hop_Rap,ACELERO,1
Hip_Hop_Rap,CUELO,1
Hip_Hop_Rap,HUNDO,1
Hip_Hop_Rap,HIELO,1
Hip_Hop_Rap,CONGELO,1
Hip_Hop_Rap,CELOS,1
Hip_Hop_Rap,SUFREN,1
Hip_Hop_Rap,ENCADENO,1
Hip_Hop_Rap,LANZO,1
Hip_Hop_Rap,TRUENO,1
Hip_Hop_Rap,FRENO,1
Hip_Hop_Rap,RETUMBO,1
Hip_Hop_Rap,ROTUNDO,1
Hip_Hop_Rap,QUIERO,30
Hip_Hop_Rap,VERDADEROS,1
Hip_Hop_Rap,GUERREROS,1
Hip_Hop_Rap,SALVANDO,1
Hip_Hop_Rap,MUNDO,4
Hip_Hop_Rap,SELVA,4
Hip_Hop_Rap,TIGRE,4
Hip_Hop_Rap,PóLVORA,4
Hip_Hop_Rap,CALIBRE,6
Hip_Hop_Rap,HIJO,6
Hip_Hop_Rap,PUTA,5
Hip_Hop_Rap,TíRAME,4
Hip_Hop_Rap,PUEDES,4
Hip_Hop_Rap,SOPLARA,1
Hip_Hop_Rap,APRENDí,3
Hip_Hop_Rap,NAVEGAR,1
Hip_Hop_Rap,BARCOS,1
Hip_Hop_Rap,VELA,1
Hip_Hop_Rap,CUMBIA,1
Hip_Hop_Rap,IMPACTA,1
Hip_Hop_Rap,SIGO,4
Hip_Hop_Rap,AUTODIDACTA,1
Hip_Hop_Rap,SEGUí,1
Hip_Hop_Rap,PISTAS,1
Hip_Hop_Rap,GENéRICAS,1
Hip_Hop_Rap,PERUANO,1
Hip_Hop_Rap,ESCRIBí,1
Hip_Hop_Rap,LATINOAMéRICA,1
Hip_Hop_Rap,óRDENES,1
Hip_Hop_Rap,NINGúN,1
Hip_Hop_Rap,SARGENTO,1
Hip_Hop_Rap,CREE,1
Hip_Hop_Rap,MOVIMIENTO,1
Hip_Hop_Rap,NARRA,1
Hip_Hop_Rap,GARRAS,1
Hip_Hop_Rap,DESGARRA,1
Hip_Hop_Rap,CRECí,2
Hip_Hop_Rap,ESCUCHANDO,2
Hip_Hop_Rap,VIOLETA,1
Hip_Hop_Rap,PARRA,1
Hip_Hop_Rap,DELETREO,1
Hip_Hop_Rap,EDUCO,1
Hip_Hop_Rap,PIZARRA,1
Hip_Hop_Rap,BARRAS,1
Hip_Hop_Rap,ROCKEO,1
Hip_Hop_Rap,DIOSES,1
Hip_Hop_Rap,MENOS,1
Hip_Hop_Rap,REYES,1
Hip_Hop_Rap,FUCKING,1
Hip_Hop_Rap,GRAVEDAD,1
Hip_Hop_Rap,DESAFIANDO,1
Hip_Hop_Rap,LEYES,1
Hip_Hop_Rap,ORDEN,1
Hip_Hop_Rap,DESARREGLA,1
Hip_Hop_Rap,LíNEAS,1
Hip_Hop_Rap,CURVAS,1
Hip_Hop_Rap,ACOSTADO,1
Hip_Hop_Rap,SOMBRA,1
Hip_Hop_Rap,PALMA,1
Hip_Hop_Rap,RELAJADO,1
Hip_Hop_Rap,COMPITIENDO,1
Hip_Hop_Rap,RAPEROS,1
Hip_Hop_Rap,FRESA,2
Hip_Hop_Rap,IMPRESA,1
Hip_Hop_Rap,BAJARME,1
Hip_Hop_Rap,ESA,1
Hip_Hop_Rap,FáCILMENTE,1
Hip_Hop_Rap,TORTURO,1
Hip_Hop_Rap,SóLO,2
Hip_Hop_Rap,QUITO,2
Hip_Hop_Rap,INSEGUROS,1
Hip_Hop_Rap,MODA,1
Hip_Hop_Rap,DURE,1
Hip_Hop_Rap,QUINCEAñERAS,1
Hip_Hop_Rap,SIGUEN,1
Hip_Hop_Rap,SEGUIRáN,1
Hip_Hop_Rap,MADUREN,1
Hip_Hop_Rap,SELFIE,1
Hip_Hop_Rap,CONTENIDO,1
Hip_Hop_Rap,TARDAN,1
Hip_Hop_Rap,VESTUARIO,1
Hip_Hop_Rap,PRUEBAS,1
Hip_Hop_Rap,SONIDO,1
Hip_Hop_Rap,CONCIERTOS,1
Hip_Hop_Rap,IGUALES,1
Hip_Hop_Rap,POCAS,1
Hip_Hop_Rap,RIMAS,1
Hip_Hop_Rap,BANDA,1
Hip_Hop_Rap,MUCHOS,3
Hip_Hop_Rap,FUEGOS,1
Hip_Hop_Rap,ARTIFICIALES,1
Hip_Hop_Rap,ESCAPAN,1
Hip_Hop_Rap,ESCRIBO,3
Hip_Hop_Rap,FáCILES,1
Hip_Hop_Rap,IDENTIFICAR,1
Hip_Hop_Rap,VISTEN,1
Hip_Hop_Rap,COLORES,1
Hip_Hop_Rap,LLAMATIVOS,1
Hip_Hop_Rap,RAPERITOS,1
Hip_Hop_Rap,VISTO,1
Hip_Hop_Rap,ESPALDA,1
Hip_Hop_Rap,CUATRO,5
Hip_Hop_Rap,SUBO,1
Hip_Hop_Rap,FALDA,1
Hip_Hop_Rap,FOLLO,1
Hip_Hop_Rap,HOYOS,1
Hip_Hop_Rap,APOYO,1
Hip_Hop_Rap,ARROYO,1
Hip_Hop_Rap,CRIOLLO,1
Hip_Hop_Rap,CONVIERTO,1
Hip_Hop_Rap,CALDO,1
Hip_Hop_Rap,POLLO,1
Hip_Hop_Rap,POLICíA,1
Hip_Hop_Rap,BUSCA,1
Hip_Hop_Rap,ACOSO,1
Hip_Hop_Rap,SEXUAL,1
Hip_Hop_Rap,PERVERSO,1
Hip_Hop_Rap,VIOLADOR,1
Hip_Hop_Rap,GOLEO,1
Hip_Hop_Rap,PIERNAS,1
Hip_Hop_Rap,PATEO,1
Hip_Hop_Rap,FREESTYLEO,1
Hip_Hop_Rap,LIBRE,1
Hip_Hop_Rap,DUNKEO,1
Hip_Hop_Rap,RODEO,1
Hip_Hop_Rap,CABREO,1
Hip_Hop_Rap,HABLAR,1
Hip_Hop_Rap,áRABE,1
Hip_Hop_Rap,HEBREOS,1
Hip_Hop_Rap,VECES,8
Hip_Hop_Rap,RáPIDO,1
Hip_Hop_Rap,ALFABETO,1
Hip_Hop_Rap,MALEANTEO,1
Hip_Hop_Rap,ABOFETEO,1
Hip_Hop_Rap,NOVELA,1
Hip_Hop_Rap,ABUELA,2
Hip_Hop_Rap,EMPLEO,1
Hip_Hop_Rap,ACROBACIAS,1
Hip_Hop_Rap,VISTAS,1
Hip_Hop_Rap,MALABARISTA,1
Hip_Hop_Rap,MICHAEL,1
Hip_Hop_Rap,JACKSON,1
Hip_Hop_Rap,MOONWALKING,1
Hip_Hop_Rap,RESISTA,1
Hip_Hop_Rap,RODILLAS,1
Hip_Hop_Rap,LITERALMENTE,1
Hip_Hop_Rap,CREYENTES,1
Hip_Hop_Rap,ORIENTE,1
Hip_Hop_Rap,ARRODíLLATE,1
Hip_Hop_Rap,REZA,1
Hip_Hop_Rap,TALIBáN,1
Hip_Hop_Rap,RIMANDO,2
Hip_Hop_Rap,CORTO,1
Hip_Hop_Rap,HAMBURGUESA,1
Hip_Hop_Rap,MAYONESA,1
Hip_Hop_Rap,SALSA,1
Hip_Hop_Rap,JAPONESA,1
Hip_Hop_Rap,JUGO,1
Hip_Hop_Rap,TROPIEZA,1
Hip_Hop_Rap,APRESA,1
Hip_Hop_Rap,ATRAVIESA,1
Hip_Hop_Rap,NATURALEZA,1
Hip_Hop_Rap,SOPA,1
Hip_Hop_Rap,ABRAN,1
Hip_Hop_Rap,REPRESA,1
Hip_Hop_Rap,PIEZA,1
Hip_Hop_Rap,ROMPECABEZAS,1
Hip_Hop_Rap,RENé,2
Hip_Hop_Rap,VAMOS,1
Hip_Hop_Rap,ESTUDIAR,1
Hip_Hop_Rap,PREGUNTA,1
Hip_Hop_Rap,CONTESTA,3
Hip_Hop_Rap,PARTE,2
Hip_Hop_Rap,CUERPO,2
Hip_Hop_Rap,JUGABAN,2
Hip_Hop_Rap,PELOTA,4
Hip_Hop_Rap,INDIO,2
Hip_Hop_Rap,TAíNO,2
Hip_Hop_Rap,CONTéSTAME,1
Hip_Hop_Rap,ATIéNDEME,2
Hip_Hop_Rap,MíRAME,1
Hip_Hop_Rap,CANTO,1
Hip_Hop_Rap,ENTONCE,1
Hip_Hop_Rap,APRENDIENDO,1
Hip_Hop_Rap,PEQUEñO,1
Hip_Hop_Rap,QUERíA,1
Hip_Hop_Rap,BEISBOLISTA,1
Hip_Hop_Rap,LLEGUé,1
Hip_Hop_Rap,BATEAR,1
Hip_Hop_Rap,HITS,1
Hip_Hop_Rap,VOLVí,2
Hip_Hop_Rap,TOMAR,1
Hip_Hop_Rap,ALCOHOL,3
Hip_Hop_Rap,DESPACHO,1
Hip_Hop_Rap,SOBRIO,1
Hip_Hop_Rap,BORRACHO,2
Hip_Hop_Rap,CAIGO,1
Hip_Hop_Rap,DEPRESIóN,1
Hip_Hop_Rap,PROBLEMAS,1
Hip_Hop_Rap,CUENTO,4
Hip_Hop_Rap,VENTANA,1
Hip_Hop_Rap,AVIóN,3
Hip_Hop_Rap,ESTRéS,1
Hip_Hop_Rap,ENFERMO,1
Hip_Hop_Rap,AñOS,2
Hip_Hop_Rap,DUERMO,1
Hip_Hop_Rap,IRS,1
Hip_Hop_Rap,INVESTIGANDO,1
Hip_Hop_Rap,DIVORCIANDO,1
Hip_Hop_Rap,IMPORTA,2
Hip_Hop_Rap,COMETO,1
Hip_Hop_Rap,ERRORES,1
Hip_Hop_Rap,PUEDA,1
Hip_Hop_Rap,ATERRIZAR,1
Hip_Hop_Rap,RUEDAS,1
Hip_Hop_Rap,RECONOCEN,1
Hip_Hop_Rap,CONOCEN,1
Hip_Hop_Rap,LLENO,1
Hip_Hop_Rap,VACíO,1
Hip_Hop_Rap,COMER,1
Hip_Hop_Rap,GIRA,1
Hip_Hop_Rap,QUEDA,3
Hip_Hop_Rap,CRíE,1
Hip_Hop_Rap,CHRISTOPHER,1
Hip_Hop_Rap,TIRAMOS,1
Hip_Hop_Rap,PIEDRAS,1
Hip_Hop_Rap,JUNTOS,1
Hip_Hop_Rap,ROMPIMOS,1
Hip_Hop_Rap,VENTANAS,2
Hip_Hop_Rap,CORRíAMOS,1
Hip_Hop_Rap,CAMISETA,1
Hip_Hop_Rap,PARCELAS,1
Hip_Hop_Rap,ABAJO,1
Hip_Hop_Rap,BICICLETA,1
Hip_Hop_Rap,BICI,1
Hip_Hop_Rap,BARRO,1
Hip_Hop_Rap,VASO,1
Hip_Hop_Rap,PLáSTICO,1
Hip_Hop_Rap,GOMA,1
Hip_Hop_Rap,SUENE,1
Hip_Hop_Rap,CARRO,1
Hip_Hop_Rap,RECARGáBAMOS,1
Hip_Hop_Rap,BATERíA,1
Hip_Hop_Rap,MALTA,1
Hip_Hop_Rap,INDIA,1
Hip_Hop_Rap,AJO,1
Hip_Hop_Rap,DETENíA,1
Hip_Hop_Rap,ÉRAMOS,1
Hip_Hop_Rap,INSEPARABLES,1
Hip_Hop_Rap,MATARON,2
Hip_Hop_Rap,ENTRE,2
Hip_Hop_Rap,POLICíAS,1
Hip_Hop_Rap,ALEGRíA,1
Hip_Hop_Rap,ROTA,1
Hip_Hop_Rap,APAGARON,1
Hip_Hop_Rap,PARQUE,1
Hip_Hop_Rap,CASI,2
Hip_Hop_Rap,SIENTO,4
Hip_Hop_Rap,MOLESTA,2
Hip_Hop_Rap,QUEMAR,2
Hip_Hop_Rap,LIBRETA,2
