Artista,Palabra,Cantidad
Residente,PRIMAVERA,1
Residente,SON,10
Residente,MULTICOLORE,1
Residente,DONDE,2
Residente,TIRO,2
Residente,PUNCHLINE,1
Residente,DEJAN,1
Residente,CRECER,1
Residente,FLORE,1
Residente,ARTISTA,3
Residente,QUINTA,1
Residente,ESCRIBEN,1
Residente,MENO,1
Residente,BOLíGRAFO,1
Residente,TINTA,1
Residente,VEN,3
Residente,DESCOMPONEN,1
Residente,COLOR,4
Residente,BLANCO,2
Residente,PáLIDO,1
Residente,DIENTE,1
Residente,EMBUSTE,1
Residente,PONEN,1
Residente,GORRA,1
Residente,AVECINA,1
Residente,TARIMA,1
Residente,ENTERA,2
Residente,EMPIEZA,3
Residente,OLER,1
Residente,GRANJA,1
Residente,CAMPESINA,1
Residente,RAPERO,2
Residente,MENTIRA,2
Residente,VUELVEN,2
Residente,GALLINAS,1
Residente,RIMA,3
Residente,IMPONGO,1
Residente,DISCIPLINA,1
Residente,CHINA,1
Residente,RETINA,1
Residente,VE,1
Residente,CABEZA,2
Residente,RODANDO,1
Residente,COLINA,1
Residente,REVOLUCIóN,1
Residente,FRANCESA,1
Residente,GUILLOTINA,1
Residente,QUEMANDO,1
Residente,VITRINA,1
Residente,TO,5
Residente,BOTELLA,1
Residente,TOALLA,1
Residente,GASOLINA,1
Residente,PALESTINA,1
Residente,FáCIL,3
Residente,PELAR,1
Residente,CáSCARA,1
Residente,MANDARINA,1
Residente,CóMODO,1
Residente,ASIENTO,1
Residente,RECLINA,1
Residente,CORREA,1
Residente,BáEZ,1
Residente,LINDOR,1
Residente,DOBLE,2
Residente,PLAY,1
Residente,RUTINA,1
Residente,RESUELVE,1
Residente,CABINA,1
Residente,MATO,1
Residente,AMARRáNDOME,1
Residente,DERECHA,1
Residente,IZQUIERDA,1
Residente,CANTANDO,1
Residente,CANCIONES,4
Residente,INFANTILE,1
Residente,SALTANDO,1
Residente,CUERDA,1
Residente,BREAK,1
Residente,PIERDA,1
Residente,SI,11
Residente,METO,2
Residente,LICUADORA,1
Residente,BATIDA,1
Residente,DOS,5
Residente,MINUTO,1
Residente,CANCIóN,1
Residente,TIENEN,1
Residente,VEINTE,2
Residente,ESCRITORE,1
Residente,MANEJADORE,1
Residente,COMPOSITORE,1
Residente,QUINIENTO,1
Residente,DóLARE,1
Residente,BOLETO,1
Residente,SEñORE,1
Residente,BRINCAR,1
Residente,PENDEJO,4
Residente,VESTIDO,1
Residente,COLORE,2
Residente,AUTO,1
Residente,TUNE,1
Residente,PLAYBACK,1
Residente,ACTIVAO,1
Residente,BOBOS,1
Residente,CANTAN,1
Residente,MICRóFONO,1
Residente,APAGAO,1
Residente,PUEDE,3
Residente,SER,8
Residente,LíDER,1
Residente,CAMPEóN,1
Residente,CAMPEONE,1
Residente,ESCRIBIERON,1
Residente,TODA,1
Residente,FUCKIN,2
Residente,CANCIONE,1
Residente,DOG,3
Residente,BIEN,5
Residente,HECHO,2
Residente,ES,19
Residente,DELICIOSO,1
Residente,PROBLEMA,1
Residente,COCINARON,1
Residente,MENTIROSO,2
Residente,VAGO,1
Residente,GOLOSO,1
Residente,LLEVAN,2
Residente,PLATO,1
Residente,MESA,3
Residente,PROPINA,1
Residente,MOZO,1
Residente,DA,1
Residente,VERGüENZA,1
Residente,ESO,2
Residente,VERGONZOSO,1
Residente,ABEJA,1
Residente,HACEN,2
Residente,MIEL,1
Residente,COME,1
Residente,OSO,1
Residente,COMPRA,1
Residente,RESPETO,2
Residente,TALENTOSO,1
Residente,COSA,2
Residente,OTRA,1
Residente,FAMOSO,2
Residente,AH,2
Residente,HACER,3
Residente,LIMPIEZA,1
Residente,MUCHO,2
Residente,DELIRIO,1
Residente,GRANDEZA,1
Residente,POCA,2
Residente,DESTREZA,2
Residente,TODAVíA,2
Residente,PRIMERA,1
Residente,GABRIEL,1
Residente,Tá,1
Residente,ASí,6
Residente,MMM,1
Residente,VERDA,1
Residente,ESTá,2
Residente,CABRóN,3
Residente,LE,8
Residente,TIRA,2
Residente,BALVIN,2
Residente,GUSTE,1
Residente,BOBOLóN,2
Residente,ESE,1
Residente,BUENO,2
Residente,DALE,1
Residente,REBAJARME,1
Residente,CANTA,1
Residente,SPONGEBOB,1
Residente,POKéMON,1
Residente,COPIA,1
Residente,CLON,1
Residente,LOGAN,1
Residente,PAUL,1
Residente,REGGAETóN,4
Residente,MáS,11
Residente,EYACULAR,1
Residente,ERECCIóN,1
Residente,DICEN,1
Residente,AHí,1
Residente,JOSECITO,1
Residente,TIENES,1
Residente,TIENE,6
Residente,NUDILLO,1
Residente,BLANDITO,1
Residente,VIDEO,1
Residente,ENTIERRO,1
Residente,ESTE,8
Residente,BECERRO,1
Residente,PONGO,6
Residente,SUBIR,1
Residente,FOTOS,1
Residente,COBARDE,1
Residente,CORDERITO,1
Residente,MANCEBO,1
Residente,DESAYUNO,2
Residente,VEGANO,1
Residente,HUEVO,1
Residente,PUEBLO,2
Residente,LUCHANDO,1
Residente,ESTáN,2
Residente,MATANDO,1
Residente,TIPO,1
Residente,SUBE,2
Residente,FOTO,1
Residente,GHANDI,1
Residente,REZANDO,1
Residente,HACE,3
Residente,ESPIRITUAL,1
Residente,USANDO,1
Residente,SALUD,1
Residente,MENTAL,1
Residente,VENDER,1
Residente,DOCUMENTAL,1
Residente,ERES,1
Residente,Má,1
Residente,FALSO,2
Residente,KETCHUP,1
Residente,PAN,4
Residente,ABDOMINALE,1
Residente,LUIAN,1
Residente,TAN,4
Residente,INSEGURO,1
Residente,PANA,3
Residente,ESTAR,5
Residente,ANUNCIANDO,1
Residente,CUáNTA,1
Residente,LANA,1
Residente,GANA,1
Residente,ENTIENDE,3
Residente,VALORE,1
Residente,VIDA,3
Residente,TATUAR,1
Residente,PALABRA,2
Residente,LEALTAD,1
Residente,OLVIDA,1
Residente,IMBéCIL,1
Residente,TINTE,1
Residente,CABELLO,1
Residente,PUSO,2
Residente,MUJERE,1
Residente,NEGRA,1
Residente,CADENA,1
Residente,CUELLO,1
Residente,BLANQUITO,2
Residente,PERDIó,1
Residente,CAMINO,1
Residente,TODO,7
Residente,DIVINO,1
Residente,ACEPTANDO,1
Residente,PREMIO,1
Residente,AFROLATINO,1
Residente,DíA,4
Residente,DIJO,2
Residente,QUISO,1
Residente,SIENDO,1
Residente,FRANCO,1
Residente,DESCUBRIR,1
Residente,DADDY,1
Residente,YANKEE,1
Residente,LLAVE,1
Residente,PEOR,1
Residente,GRAVE,1
Residente,RACISTA,1
Residente,VA,2
Residente,DAR,1
Residente,BOFETóN,2
Residente,NOMBRE,3
Residente,ABUSO,1
Residente,RECOGIERON,1
Residente,ALGODóN,1
Residente,OTRO,1
Residente,HAN,2
Residente,TENIDO,1
Residente,BATALLAR,1
Residente,DENTRO,1
Residente,MYKE,1
Residente,TOWERS,1
Residente,SECH,1
Residente,CHOCQUIBTOWN,1
Residente,RAFA,1
Residente,PABON,1
Residente,OMAR,1
Residente,OZUNA,1
Residente,ARCáNGEL,1
Residente,CALDERóN,1
Residente,MONTóN,1
Residente,PENSAR,1
Residente,METES,1
Residente,DEBAJO,1
Residente,CAJóN,2
Residente,ARCOíRI,1
Residente,EXISTE,1
Residente,MARRóN,1
Residente,SACRILEGIO,1
Residente,COLEGIO,1
Residente,PRIVILEGIO,1
Residente,QUé,4
Residente,ESPERAN,1
Residente,FRACASADO,1
Residente,CRIAO,1
Residente,PAPá,1
Residente,INFLUENCER,1
Residente,FRUSTRADO,1
Residente,PUERTO,2
Residente,RICO,2
Residente,DIERAN,1
Residente,TRAGó,1
Residente,LECHE,1
Residente,CONDóN,1
Residente,CADA,4
Residente,MAMADA,1
Residente,SUBíA,1
Residente,ESCALóN,1
Residente,DISFRAZAO,1
Residente,DISTINTO,1
Residente,CAMALEóN,1
Residente,RUBéN,2
Residente,RESIDENTE,6
Residente,SOSTIENE,2
Residente,AUNQUE,5
Residente,CAMBIE,1
Residente,Sé,6
Residente,DóNDE,4
Residente,VIENE,1
Residente,CAMALEONE,1
Residente,VELAN,1
Residente,PROPIO,3
Residente,OMBLIGO,1
Residente,SUS,6
Residente,ENEMIGO,1
Residente,NADA,1
Residente,TESTIGO,1
Residente,NEGOCIO,3
Residente,NEGOCIOS,1
Residente,SOCIO,1
Residente,AMIGO,1
Residente,MíO,1
Residente,SOMO,1
Residente,DIFERENTE,1
Residente,MúSICA,5
Residente,CORAZóN,2
Residente,FRENTE,1
Residente,BILLBOARD,1
Residente,GENTE,1
Residente,JUNTO,2
Residente,LETRA,1
Residente,PANCARTA,1
Residente,BAJAR,2
Residente,PRESIDENTE,1
Residente,CIRCUITO,1
Residente,PARTO,1
Residente,FAVORITO,1
Residente,DIJE,2
Residente,CALMA,1
Residente,REPITO,1
Residente,CONMIGO,1
Residente,COMEN,1
Residente,TENGAN,1
Residente,APETITO,1
Residente,DARTE,1
Residente,CONSEJO,1
Residente,ABUSAR,2
Residente,TI,1
Residente,SEA,1
Residente,DISPAREJO,1
Residente,DESPELLEJO,1
Residente,COMPREN,1
Residente,CAMISA,1
Residente,SIENTAN,1
Residente,PIBE,1
Residente,MERECE,1
Residente,AQUEL,1
Residente,ESCRIBE,1
Residente,FóRMULA,1
Residente,TURISTA,1
Residente,CORREN,1
Residente,ACABO,1
Residente,ROMPER,1
Residente,PISTA,3
Residente,LLEVé,1
Residente,ESCUELA,5
Residente,ALMA,1
Residente,TABLAS,1
Residente,SUDADERAS,1
Residente,VIEJAS,1
Residente,NIKE,1
Residente,SUCIAS,1
Residente,BARBA,1
Residente,LARGA,1
Residente,NECESITA,1
Residente,EFECTOS,1
Residente,ADORNAR,1
Residente,HABLA,1
Residente,RAPEA,1
Residente,VEA,1
Residente,OS,2
Residente,TIROTEA,1
Residente,PALABRAS,1
Residente,EMPECé,3
Residente,RAPEANDO,1
Residente,SIMPLE,1
Residente,SAMPLE,1
Residente,TEMPLE,1
Residente,HOBBY,1
Residente,ADOLESCENTE,1
Residente,DURA,1
Residente,PRO,1
Residente,RINDE,1
Residente,PONE,1
Residente,VENTA,1
Residente,VENDE,1
Residente,CRóNICO,1
Residente,INSOLENTE,1
Residente,USA,1
Residente,BALAS,1
Residente,SALIVA,1
Residente,NUNCA,7
Residente,FUE,3
Residente,TENDENCIA,1
Residente,SIGUE,4
Residente,VIVA,1
Residente,TENEMOS,1
Residente,INICIATIVA,1
Residente,PERSPECTIVA,1
Residente,ALGO,3
Residente,NOS,6
Residente,MOTIVA,1
Residente,SUBIMOS,1
Residente,DEDO,1
Residente,MEDIO,4
Residente,ARRIBA,1
Residente,EQUIPO,1
Residente,ESOS,1
Residente,TIPOS,1
Residente,QUITAN,1
Residente,HIPO,1
Residente,MITOS,1
Residente,LANZAN,1
Residente,ESCRITO,1
Residente,INFINITO,1
Residente,OTROS,2
Residente,ACTUANDO,1
Residente,CRAZY,1
Residente,CERRANDO,1
Residente,PICO,1
Residente,CERCA,1
Residente,KASE,2
Residente,JAY,1
Residente,EXPLICO,1
Residente,TENGO,6
Residente,CLAN,1
Residente,SIGUIENDO,1
Residente,PLAN,1
Residente,GANARSE,1
Residente,FANS,1
Residente,BUSCANDO,1
Residente,PAZ,1
Residente,Mí,6
Residente,ENCONTRARáN,1
Residente,TANTO,1
Residente,CHARLATáN,1
Residente,AFáN,1
Residente,FAMOSEO,1
Residente,TROFEO,1
Residente,HOLGAZáN,1
Residente,CROISSANT,1
Residente,VEO,4
Residente,INFANTIL,1
Residente,INúTIL,1
Residente,MíA,1
Residente,TáCTIL,1
Residente,HABRá,1
Residente,BANDERA,1
Residente,BLANCA,1
Residente,MáSTIL,1
Residente,RAPPER,1
Residente,ACTITUD,1
Residente,NAZI,1
Residente,HOSTIL,1
Residente,FRáGIL,1
Residente,MEZCLO,1
Residente,MENTE,1
Residente,TNT,1
Residente,áGIL,1
Residente,DELFINES,1
Residente,FINES,1
Residente,DEFINEN,1
Residente,TINES,1
Residente,VIVES,1
Residente,OPINES,1
Residente,SUBESTIMES,1
Residente,NACH,5
Residente,SUBLIME,1
Residente,ENORME,1
Residente,DIME,1
Residente,CUáNTO,1
Residente,TORPE,1
Residente,FULMINé,1
Residente,MELODYNE,1
Residente,DEJO,2
Residente,RIMEN,1
Residente,HINCHAN,1
Residente,PINCHAN,1
Residente,MUCHAS,1
Residente,DIANAS,1
Residente,FLECHA,1
Residente,PIENSAN,1
Residente,HUCHA,1
Residente,LUCHA,1
Residente,VAN,1
Residente,ANTORCHA,1
Residente,MECHA,1
Residente,ECHAN,3
Residente,PRONTO,2
Residente,PASA,1
Residente,FECHA,1
Residente,HOMBRE,1
Residente,HABLES,1
Residente,NúMEROS,1
Residente,SECAS,1
Residente,FRASEOS,1
Residente,HúMEDOS,1
Residente,SINCEROS,1
Residente,PEROS,1
Residente,TREGUAS,1
Residente,PELOS,1
Residente,LENGUA,3
Residente,LAME,1
Residente,SERIA,1
Residente,DERRAME,1
Residente,ELECTROCUTO,1
Residente,DISFRUTO,1
Residente,SUSTITUTO,1
Residente,ESCUPO,1
Residente,OCHO,1
Residente,MINUTOS,1
Residente,ABSOLUTO,1
Residente,BRUTO,1
Residente,INMUTO,1
Residente,SUENO,3
Residente,RADIOS,1
Residente,BARRIOS,1
Residente,HOMBRES,1
Residente,HUEVOS,1
Residente,HEMBRAS,1
Residente,OVARIOS,1
Residente,TERMITAS,1
Residente,IMITAN,1
Residente,IRRITA,1
Residente,BUSCAN,1
Residente,VISITAS,1
Residente,GUITA,1
Residente,GRITAN,2
Residente,EXCITAN,1
Residente,LUEGO,2
Residente,MARCHITAN,1
Residente,DINAMITA,1
Residente,DECAPITA,1
Residente,QUITA,1
Residente,EGO,1
Residente,NORMAL,1
Residente,DIMITAN,1
Residente,LLEGO,1
Residente,HIERO,1
Residente,PURO,1
Residente,VENENO,1
Residente,ACELERO,1
Residente,CUELO,1
Residente,HUNDO,1
Residente,HIELO,1
Residente,CONGELO,1
Residente,CELOS,1
Residente,SUFREN,1
Residente,DINERO,1
Residente,ENCADENO,1
Residente,LANZO,1
Residente,TRUENO,1
Residente,FRENO,1
Residente,RETUMBO,1
Residente,ROTUNDO,1
Residente,QUIERO,22
Residente,VERDADEROS,1
Residente,GUERREROS,1
Residente,SALVANDO,1
Residente,MUNDO,2
Residente,MUCHA,9
Residente,SELVA,4
Residente,TIGRE,4
Residente,PóLVORA,4
Residente,CALIBRE,4
Residente,HIJO,6
Residente,PUTA,5
Residente,TíRAME,4
Residente,PUEDES,4
Residente,SOPLARA,1
Residente,VIENTO,1
Residente,APRENDí,3
Residente,NAVEGAR,1
Residente,BARCOS,1
Residente,VELA,1
Residente,CUMBIA,1
Residente,QUIERA,1
Residente,IMPACTA,1
Residente,SIGO,3
Residente,NINGUNA,1
Residente,AUTODIDACTA,1
Residente,SEGUí,1
Residente,REGLAS,2
Residente,PISTAS,1
Residente,GENéRICAS,1
Residente,PERUANO,1
Residente,ESCRIBí,1
Residente,LATINOAMéRICA,1
Residente,óRDENES,1
Residente,NINGúN,1
Residente,SARGENTO,1
Residente,CREE,1
Residente,MOVIMIENTO,1
Residente,NARRA,1
Residente,GARRAS,1
Residente,DESGARRA,1
Residente,CRECí,2
Residente,ESCUCHANDO,2
Residente,PAC,1
Residente,VIOLETA,1
Residente,PARRA,1
Residente,DELETREO,1
Residente,EDUCO,1
Residente,PIZARRA,1
Residente,BARRAS,1
Residente,ROCKEO,1
Residente,DIOSES,1
Residente,MENOS,1
Residente,REYES,1
Residente,FUCKING,1
Residente,GRAVEDAD,1
Residente,DESAFIANDO,1
Residente,LEYES,1
Residente,ORDEN,1
Residente,DESARREGLA,1
Residente,TODAS,1
Residente,LíNEAS,1
Residente,CURVAS,1
Residente,ACOSTADO,1
Residente,SOMBRA,1
Residente,PALMA,1
Residente,RELAJADO,1
Residente,COMPITIENDO,1
Residente,CONTRA,1
Residente,NADIE,6
Residente,LADO,1
Residente,GUSTA,1
Residente,RAPEROS,1
Residente,FRESA,2
Residente,NALGAS,1
Residente,IMPRESA,1
Residente,BAJARME,1
Residente,ESA,1
Residente,FáCILMENTE,1
Residente,TORTURO,1
Residente,SóLO,2
Residente,QUITO,2
Residente,INSEGUROS,1
Residente,MODA,1
Residente,DURE,1
Residente,QUINCEAñERAS,1
Residente,SIGUEN,1
Residente,SEGUIRáN,1
Residente,MADUREN,1
Residente,SELFIE,1
Residente,CONTENIDO,1
Residente,TARDAN,1
Residente,VESTUARIO,1
Residente,HACIENDO,1
Residente,PRUEBAS,1
Residente,SONIDO,1
Residente,CONCIERTOS,1
Residente,TODOS,1
Residente,IGUALES,1
Residente,POCAS,1
Residente,RIMAS,1
Residente,BANDA,1
Residente,MUCHOS,1
Residente,FUEGOS,1
Residente,ARTIFICIALES,1
Residente,ESCAPAN,1
Residente,ESCRIBO,3
Residente,FáCILES,1
Residente,IDENTIFICAR,1
Residente,VISTEN,1
Residente,COLORES,1
Residente,LLAMATIVOS,1
Residente,RAPERITOS,1
Residente,HE,1
Residente,VISTO,1
Residente,CARA,1
Residente,ESPALDA,1
Residente,CUATRO,5
Residente,SUBO,1
Residente,FALDA,1
Residente,FOLLO,1
Residente,HOYOS,1
Residente,APOYO,1
Residente,ARROYO,1
Residente,ESTILO,1
Residente,CRIOLLO,1
Residente,CONVIERTO,1
Residente,CALDO,1
Residente,POLLO,1
Residente,POLICíA,1
Residente,BUSCA,1
Residente,ACOSO,1
Residente,SEXUAL,1
Residente,PERVERSO,1
Residente,VIOLADOR,1
Residente,GOLEO,1
Residente,PIERNAS,1
Residente,PATEO,1
Residente,FREESTYLEO,1
Residente,LIBRE,1
Residente,DUNKEO,1
Residente,RODEO,1
Residente,CABREO,1
Residente,HABLAR,1
Residente,áRABE,1
Residente,HEBREOS,1
Residente,VECES,8
Residente,RáPIDO,1
Residente,ALFABETO,1
Residente,MALEANTEO,1
Residente,ABOFETEO,1
Residente,NOVELA,1
Residente,ABUELA,2
Residente,EMPLEO,1
Residente,ACROBACIAS,1
Residente,VISTAS,1
Residente,MALABARISTA,1
Residente,MICHAEL,1
Residente,JACKSON,1
Residente,MOONWALKING,1
Residente,QUIéN,3
Residente,RESISTA,1
Residente,BAJA,2
Residente,CALIENTE,1
Residente,RODILLAS,1
Residente,LITERALMENTE,1
Residente,CREYENTES,1
Residente,ORIENTE,1
Residente,ARRODíLLATE,1
Residente,REZA,1
Residente,TALIBáN,1
Residente,RIMANDO,2
Residente,CORTO,1
Residente,BOCA,1
Residente,HAMBURGUESA,1
Residente,MAYONESA,1
Residente,SALSA,1
Residente,JAPONESA,1
Residente,JUGO,1
Residente,TROPIEZA,1
Residente,APRESA,1
Residente,ATRAVIESA,1
Residente,NATURALEZA,1
Residente,SOPA,1
Residente,LETRAS,1
Residente,ABRAN,1
Residente,REPRESA,1
Residente,LLEGó,1
Residente,PIEZA,1
Residente,FALTA,1
Residente,ROMPECABEZAS,1
Residente,RENé,2
Residente,VAMOS,1
Residente,ESTUDIAR,1
Residente,Sí,2
Residente,PREGUNTA,1
Residente,CONTESTA,3
Residente,PARTE,2
Residente,CUERPO,2
Residente,JUGABAN,2
Residente,PELOTA,4
Residente,INDIO,2
Residente,TAíNO,2
Residente,CONTéSTAME,1
Residente,ATIéNDEME,2
Residente,MíRAME,1
Residente,PIENSA,1
Residente,CANTO,1
Residente,ENTONCE,1
Residente,VAS,1
Residente,APRENDIENDO,1
Residente,PEQUEñO,1
Residente,QUERíA,1
Residente,BEISBOLISTA,1
Residente,LLEGUé,1
Residente,BATEAR,1
Residente,HITS,1
Residente,VOLVí,2
Residente,TOMAR,1
Residente,ALCOHOL,1
Residente,DESPACHO,1
Residente,SOBRIO,1
Residente,MEJOR,1
Residente,BORRACHO,1
Residente,CAIGO,1
Residente,DEPRESIóN,1
Residente,PROBLEMAS,1
Residente,CUENTO,1
Residente,VENTANA,1
Residente,AVIóN,2
Residente,ESTRéS,1
Residente,ENFERMO,1
Residente,AñOS,2
Residente,DUERMO,1
Residente,IRS,1
Residente,INVESTIGANDO,1
Residente,DIVORCIANDO,1
Residente,IMPORTA,2
Residente,COMETO,1
Residente,ERRORES,1
Residente,PUEDA,1
Residente,ATERRIZAR,1
Residente,RUEDAS,1
Residente,RECONOCEN,1
Residente,AMIGOS,2
Residente,CONOCEN,1
Residente,TRISTE,1
Residente,CONCIERTO,1
Residente,LLENO,1
Residente,VACíO,1
Residente,COMER,1
Residente,GIRA,1
Residente,QUEDA,3
Residente,CRíE,1
Residente,CHRISTOPHER,1
Residente,TIRAMOS,1
Residente,PIEDRAS,1
Residente,JUNTOS,1
Residente,ROMPIMOS,1
Residente,VENTANAS,2
Residente,CORRíAMOS,1
Residente,CAMISETA,1
Residente,PARCELAS,1
Residente,CUESTA,1
Residente,ABAJO,1
Residente,BICICLETA,1
Residente,BICI,1
Residente,BARRO,1
Residente,VASO,1
Residente,PLáSTICO,1
Residente,GOMA,1
Residente,SUENE,1
Residente,CARRO,1
Residente,RECARGáBAMOS,1
Residente,BATERíA,1
Residente,MALTA,1
Residente,INDIA,1
Residente,AJO,1
Residente,DETENíA,1
Residente,ÉRAMOS,1
Residente,INSEPARABLES,1
Residente,MATARON,2
Residente,ENTRE,1
Residente,POLICíAS,1
Residente,ALEGRíA,1
Residente,ROTA,1
Residente,APAGARON,1
Residente,LUCES,1
Residente,PARQUE,1
Residente,CASI,2
Residente,AQUí,6
Residente,SIENTO,2
Residente,FIESTA,2
Residente,MOLESTA,2
Residente,QUEMAR,2
Residente,LIBRETA,2
Residente,SOLTAR,2
Residente,MALETAS,2
Residente,LLAMAR,2
Residente,VER,3
Residente,PELEAS,1
Residente,PADRASTRO,2
Residente,CUáNDO,1
Residente,PERDíA,1
Residente,CONTROL,1
Residente,RESOLVíA,1
Residente,éL,1
Residente,VIENDO,1
Residente,PARTIDO,1
Residente,BéISBOL,1
Residente,INVITó,1
Residente,PELEAR,1
Residente,ESCAPé,1
Residente,CASA,2
Residente,FALTó,1
Residente,ALIMENTO,1
Residente,DEFENDIó,1
Residente,TOCANDO,1
Residente,CASAMIENTOS,1
Residente,HORNO,1
Residente,LATA,1
Residente,MICROONDAS,1
Residente,COMPARTíAMOS,1
Residente,REDONDA,1
Residente,CLASE,1
Residente,MEDIA,1
Residente,FUIMOS,1
Residente,DUEñOS,1
Residente,PRéSTAMO,1
Residente,BANCO,1
Residente,ROBABA,1
Residente,NUESTROS,2
Residente,SUEñOS,1
Residente,AHORRO,1
Residente,VACíA,1
Residente,MAMI,2
Residente,BAILANDO,1
Residente,FLAMENCO,1
Residente,ALEGRABA,1
Residente,DEJó,1
Residente,ACTUAR,1
Residente,CUIDARNOS,1
Residente,CONVERTIMOS,1
Residente,OBRA,1
Residente,TEATRO,1
Residente,ELLA,1
Residente,NUESTRAS,2
Residente,BOTAS,1
Residente,LOGROS,1
Residente,DERROTAS,1
Residente,PECES,1
Residente,MUDAMOS,1
Residente,FUI,1
Residente,BUSCAR,1
Residente,SUERTE,1
Residente,MAR,1
Residente,PAJA,1
Residente,EMPAQUé,1
Residente,CAJA,1
Residente,UNIVERSIDAD,1
Residente,ARTE,2
Residente,BECARON,1
Residente,MITAD,1
Residente,RAPEAR,1
Residente,NUEVO,2
Residente,CREER,1
Residente,SAQUé,1
Residente,DISCO,1
Residente,COMí,1
Residente,MORDISCO,1
Residente,DESPIDIERON,1
Residente,EMPLEADOS,1
Residente,INSULTé,1
Residente,GOBERNADOR,1
Residente,QUEDó,1
Residente,TELEVISADO,1
Residente,CENSURARON,1
Residente,CALENDARIO,1
Residente,MURIó,1
Residente,VIO,1
Residente,TOCAR,1
Residente,ESTADIO,1
Residente,SENTí,1
Residente,QUIEREN,1
Residente,AFUERA,1
Residente,PAíS,2
Residente,CANTE,1
Residente,ALEMáN,1
Residente,ENTIERREN,1
Residente,VIEJO,1
Residente,SAN,1
Residente,JUAN,1
Residente,TRISTEZA,1
Residente,DISIMULé,1
Residente,ARROZ,1
Residente,GANDULES,1
Residente,DUELE,1
Residente,RON,1
Residente,MADRUGADA,1
Residente,CONSUELE,1
Residente,ADENTRO,1
Residente,PULPA,1
Residente,CAGUé,1
Residente,DEDICO,1
Residente,PISOS,1
Residente,DISCULPAS,1
Residente,CONTESTAN,2
Residente,DECIRLES,2
Residente,VOLVER,8
Residente,SALIR,2
Residente,HOTEL,1
Residente,DESAPARECER,1
Residente,TELóN,1
Residente,PRESIóN,1
Residente,MIEDO,1
Residente,CAIGA,1
Residente,IMPORTAN,1
Residente,GIRAS,1
Residente,DISCOS,1
Residente,GRAMMY,1
Residente,COMETA,1
Residente,HALLEY,1
Residente,ERAN,1
Residente,SOL,1
Residente,DESPERTABA,1
Residente,CALOR,1
Residente,LLAMABAN,1
Residente,JUGAR,1
Residente,RAPEABA,1
Residente,COBRAR,1
Residente,SACAR,1
Residente,CARTAS,1
Residente,ENVASE,1
Residente,ROBARME,1
Residente,SEGUNDA,1
Residente,BASE,1
Residente,VERANO,1
Residente,NAVIDADES,1
Residente,LIMPIAR,1
Residente,HERMANOS,1
Residente,BLADES,1
Residente,IR,1
Residente,CINE,1
Residente,SEMANA,1
Residente,LLEGAR,1
Residente,MAñANA,1
Residente,QUEDARME,1
Residente,ALLí,2
Residente,DEJABAN,1
Residente,ENTRAR,1
Residente,VESTíA,1
Residente,MAL,1
Residente,SENTIR,1
Residente,TENíA,1
Residente,FINGíR,1
Santa_fe_klan,EY,4
Santa_fe_klan,NOSOTROS,1
Santa_fe_klan,SOMOS,3
Santa_fe_klan,LA,43
Santa_fe_klan,LEY,1
Santa_fe_klan,EN,27
Santa_fe_klan,CANCHA,1
Santa_fe_klan,QUEMANDO,1
Santa_fe_klan,MERILLEI,1
Santa_fe_klan,PRéSTAME,1
Santa_fe_klan,EL,35
Santa_fe_klan,MICRO,1
Santa_fe_klan,PíCALE,1
Santa_fe_klan,AL,9
Santa_fe_klan,PLAY,1
Santa_fe_klan,RAYANDO,1
Santa_fe_klan,LOS,5
Santa_fe_klan,PLATOS,1
Santa_fe_klan,ESTá,2
Santa_fe_klan,MI,28
Santa_fe_klan,DJ,1
Santa_fe_klan,WEY,1
Santa_fe_klan,OTRA,2
Santa_fe_klan,VEZ,4
Santa_fe_klan,YA,4
Santa_fe_klan,SON,2
Santa_fe_klan,LAS,4
Santa_fe_klan,SIGO,1
Santa_fe_klan,LO,13
Santa_fe_klan,MISMO,2
Santa_fe_klan,POCO,1
Santa_fe_klan,NO,31
Santa_fe_klan,VES,2
Santa_fe_klan,ESTOY,2
Santa_fe_klan,CELEBRANDO,1
Santa_fe_klan,OTRO,4
Santa_fe_klan,AMANECER,2
Santa_fe_klan,TRATANDO,1
Santa_fe_klan,DE,29
Santa_fe_klan,VIVIR,1
Santa_fe_klan,AUNQUE,3
Santa_fe_klan,ESTéS,1
Santa_fe_klan,OYE,2
Santa_fe_klan,MUJER,1
Santa_fe_klan,ASí,8
Santa_fe_klan,VOY,1
Santa_fe_klan,HACER,5
Santa_fe_klan,TE,18
Santa_fe_klan,INVITO,1
Santa_fe_klan,FUMAR,1
Santa_fe_klan,CERVEZA,2
Santa_fe_klan,BEBER,1
Santa_fe_klan,ME,29
Santa_fe_klan,GUSTA,1
Santa_fe_klan,GANAR,2
Santa_fe_klan,PUEDO,1
Santa_fe_klan,PERDER,1
Santa_fe_klan,ERROR,1
Santa_fe_klan,VUELVO,2
Santa_fe_klan,CAER,1
Santa_fe_klan,PROBLEMA,1
Santa_fe_klan,POEMA,1
Santa_fe_klan,CALLES,1
Santa_fe_klan,LLECA,1
Santa_fe_klan,QUEMA,1
Santa_fe_klan,INTOXICADO,1
Santa_fe_klan,SISTEMA,1
Santa_fe_klan,MAL,1
Santa_fe_klan,ESTADO,1
Santa_fe_klan,TODA,3
Santa_fe_klan,SEMA,1
